team_turnovers,team_rebounds,team_offensive_rebounds,team_defensive_rebounds,bench_points,starter_points,biggest_lead,biggest_scoring_run,points,assists,rebounds,defensive_rebounds,offensive_rebounds,steals,blocks,blocks_received,turnovers,three_points_made,three_point_attempts,three_point_percentage,two_points_made,two_point_attempts,two_point_percentage,field_goals_made,field_goal_attempts,field_goal_percentage,contested_field_goals_made,contested_field_goal_attempts,uncontested_field_goals_made,uncontested_field_goal_attempts,jumpshots_made,jumpshot_attempts,dunks_made,dunk_attempts,layups_made,layup_attempts,offensive_fouls,defensive_fouls,personal_fouls,technical_fouls,unsportsmanlike_fouls,fouls_received,offensive_fouls_received,defensive_fouls_received,free_throws_made,free_throw_attempts,free_throw_percentage,fastbreak_points,fastbreak_attempts,turnover_points,points_in_the_paint,points_in_the_paint_made,points_in_the_paint_attempts,perimeter_points,perimeter_points_made,perimeter_point_attempts,second_chance_points,plus_minus,minutes_played,period,team_id,team_minutes,abbreviation,name,nickname,photo_url,home_away,game_no,schedule,venue
0,0,0,0,8,13,6,0,21,2,10,7,3,2,1,1,1,2,6,33.33,7,16,43.75,9,22,40.91,9,21,0,1,3,12,0,0,6,10,0,6,6,0,0,3,0,3,1,2,50,4,2,9,12,NA,NA,8,NA,NA,2,-2,0,4,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,14,09/15/2019 16:00:00,MOA Arena
1,1,0,1,0,10,6,0,10,2,6,4,2,2,1,1,3,0,2,0,3,6,50,3,8,37.5,3,8,0,0,0,2,0,0,3,6,0,2,2,0,0,2,0,2,4,4,100,0,0,4,6,NA,NA,0,NA,NA,2,1,0,5,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,14,09/15/2019 16:00:00,MOA Arena
3,2,0,2,36,38,8,0,74,12,51,34,17,9,3,1,16,4,24,16.67,26,61,42.62,30,85,35.29,28,83,2,2,8,40,0,0,22,45,2,30,32,0,0,23,4,19,10,21,47.62,10,5,23,48,NA,NA,16,NA,NA,15,-13,0,Total,12c6608e-af76-4e58-b428-8561b15bbc76,45,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,13,09/15/2019 14:00:00,MOA Arena
1,0,0,0,5,11,5,0,16,3,11,6,5,4,1,0,2,1,7,14.29,6,16,37.5,7,23,30.43,7,23,0,0,1,9,0,0,6,14,1,7,8,0,0,5,2,3,1,4,25,5,3,6,12,NA,NA,3,NA,NA,4,-5,0,1,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,13,09/15/2019 14:00:00,MOA Arena
0,0,0,0,6,9,5,0,15,3,12,9,3,0,0,0,1,2,6,33.33,4,14,28.57,6,20,30,5,19,1,1,3,10,0,0,3,10,0,6,6,0,0,4,1,3,1,2,50,1,0,8,6,NA,NA,8,NA,NA,4,6,0,2,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,13,09/15/2019 14:00:00,MOA Arena
0,1,0,1,9,12,5,0,21,4,9,5,4,3,2,1,4,0,2,0,10,16,62.5,10,18,55.56,9,17,1,1,3,10,0,0,7,8,0,6,6,0,0,6,1,5,1,3,33.33,2,1,9,18,NA,NA,2,NA,NA,2,4,0,3,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,13,09/15/2019 14:00:00,MOA Arena
2,1,0,1,12,6,8,0,18,1,16,11,5,1,0,0,6,0,4,0,6,14,42.86,6,18,33.33,6,18,0,0,0,6,0,0,6,12,0,8,8,0,0,7,0,7,6,10,60,2,1,0,12,NA,NA,0,NA,NA,5,-5,0,4,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,13,09/15/2019 14:00:00,MOA Arena
0,0,0,0,4,0,8,0,4,1,3,3,0,1,0,0,3,1,5,20,0,1,0,1,6,16.67,1,6,0,0,1,5,0,0,0,1,1,3,4,0,0,1,0,1,1,2,50,0,0,0,0,NA,NA,3,NA,NA,0,-13,0,5,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,13,09/15/2019 14:00:00,MOA Arena
1,0,0,0,18,69,13,0,87,16,61,43,18,4,1,3,25,13,39,33.33,12,33,36.36,25,72,34.72,20,66,5,6,19,60,0,0,6,12,4,18,24,1,1,32,2,30,24,34,70.59,8,3,24,16,NA,NA,47,NA,NA,24,13,0,Total,98581eee-6023-484e-831c-c6db65f111ac,45,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,away,13,09/15/2019 14:00:00,MOA Arena
0,0,0,0,5,16,10,0,21,4,13,13,0,0,0,1,9,3,6,50,2,4,50,5,10,50,5,10,0,0,5,9,0,0,0,1,2,3,5,0,0,8,1,7,8,11,72.73,3,1,2,2,NA,NA,11,NA,NA,2,5,0,1,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,away,13,09/15/2019 14:00:00,MOA Arena
0,0,0,0,0,9,10,0,9,2,16,11,5,0,0,0,5,0,8,0,3,9,33.33,3,17,17.65,1,15,2,2,1,14,0,0,2,3,1,3,4,0,0,6,0,6,3,4,75,0,0,2,4,NA,NA,2,NA,NA,3,-6,0,2,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,away,13,09/15/2019 14:00:00,MOA Arena
1,0,0,0,3,14,10,0,17,2,11,5,6,1,1,2,7,2,6,33.33,3,10,30,5,16,31.25,3,14,2,2,4,12,0,0,1,4,1,5,6,0,0,6,0,6,5,6,83.33,3,1,6,2,NA,NA,10,NA,NA,5,-4,0,3,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,away,13,09/15/2019 14:00:00,MOA Arena
0,0,0,0,8,15,10,0,23,5,12,8,4,2,0,0,3,5,13,38.46,2,7,28.57,7,20,35,7,19,0,1,5,17,0,0,2,3,0,6,8,1,1,8,0,8,4,7,57.14,2,1,7,4,NA,NA,15,NA,NA,8,5,0,4,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,away,13,09/15/2019 14:00:00,MOA Arena
0,0,0,0,2,15,13,0,17,3,9,6,3,1,0,0,1,3,6,50,2,3,66.67,5,9,55.56,4,8,1,1,4,8,0,0,1,1,0,1,1,0,0,4,1,3,4,6,66.67,0,0,7,4,NA,NA,9,NA,NA,6,13,0,5,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,away,13,09/15/2019 14:00:00,MOA Arena
2,1,0,1,17,46,19,0,63,11,50,34,16,6,6,1,9,7,30,23.33,15,38,39.47,22,68,32.35,19,65,3,3,11,51,0,0,11,17,0,14,14,0,0,18,2,16,12,18,66.67,12,3,19,22,NA,NA,29,NA,NA,13,17,0,Total,6109d7cd-c824-4372-ab79-aea01b0f1a76,40,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,12,09/14/2019 16:00:00,MOA Arena
0,0,0,0,7,11,15,0,18,3,12,10,2,3,3,0,1,2,10,20,4,7,57.14,6,17,35.29,5,16,1,1,3,12,0,0,3,5,0,2,2,0,0,5,0,5,4,6,66.67,6,1,9,6,NA,NA,8,NA,NA,2,12,0,1,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,12,09/14/2019 16:00:00,MOA Arena
1,0,0,0,5,0,15,0,5,1,15,9,6,1,1,1,4,0,7,0,2,12,16.67,2,19,10.53,2,19,0,0,0,15,0,0,2,4,0,5,5,0,0,6,2,4,1,2,50,0,0,0,4,NA,NA,0,NA,NA,1,-4,0,2,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,12,09/14/2019 16:00:00,MOA Arena
1,0,0,0,3,21,19,0,24,5,11,6,5,1,1,0,3,3,4,75,4,10,40,7,14,50,5,12,2,2,5,11,0,0,2,3,0,2,2,0,0,5,0,5,7,10,70,4,1,6,4,NA,NA,13,NA,NA,6,7,0,3,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,12,09/14/2019 16:00:00,MOA Arena
0,1,0,1,2,14,19,0,16,2,12,9,3,1,1,0,1,2,9,22.22,5,9,55.56,7,18,38.89,7,18,0,0,3,13,0,0,4,5,0,5,5,0,0,2,0,2,0,0,0,2,1,4,8,NA,NA,8,NA,NA,4,2,0,4,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,12,09/14/2019 16:00:00,MOA Arena
2,3,0,3,31,15,0,0,46,13,39,31,8,1,1,6,17,7,23,30.43,9,32,28.13,16,55,29.09,16,55,0,0,11,41,0,0,5,14,2,16,18,0,0,14,0,14,7,14,50,0,1,1,14,NA,NA,25,NA,NA,3,-17,0,Total,87c66828-7455-4d05-92b9-a85bebc97bd8,40,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,12,09/14/2019 16:00:00,MOA Arena
0,2,0,2,6,0,0,0,6,2,14,10,4,0,0,3,7,1,5,20,1,10,10,2,15,13.33,2,15,0,0,2,11,0,0,0,4,0,5,5,0,0,2,0,2,1,3,33.33,0,1,0,2,NA,NA,3,NA,NA,0,-12,0,1,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,12,09/14/2019 16:00:00,MOA Arena
0,0,0,0,4,5,0,0,9,2,11,10,1,1,1,1,4,1,5,20,1,6,16.67,2,11,18.18,2,11,0,0,1,10,0,0,1,1,2,4,6,0,0,5,0,5,4,6,66.67,0,0,1,2,NA,NA,3,NA,NA,3,4,0,2,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,12,09/14/2019 16:00:00,MOA Arena
1,1,0,1,13,4,0,0,17,4,4,3,1,0,0,1,3,3,6,50,4,8,50,7,14,50,7,14,0,0,6,11,0,0,1,3,0,5,5,0,0,2,0,2,0,0,0,0,0,0,4,NA,NA,13,NA,NA,0,-7,0,3,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,12,09/14/2019 16:00:00,MOA Arena
1,0,0,0,8,6,0,0,14,5,10,8,2,0,0,1,3,2,7,28.57,3,8,37.5,5,15,33.33,5,15,0,0,2,9,0,0,3,6,0,2,2,0,0,5,0,5,2,5,40,0,0,0,6,NA,NA,6,NA,NA,0,-2,0,4,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,12,09/14/2019 16:00:00,MOA Arena
2,2,1,1,16,73,13,0,89,16,47,30,17,5,3,3,10,11,28,39.29,21,50,42,32,78,41.03,31,76,1,2,17,50,0,0,15,28,0,19,19,0,0,18,1,17,14,23,60.87,11,6,10,36,NA,NA,39,NA,NA,15,1,0,Total,33671853-062b-48a2-9246-fe64b2a2a15c,40,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,11,09/14/2019 14:00:00,MOA Arena
0,0,0,0,6,22,6,0,28,6,11,7,4,0,0,1,2,3,6,50,8,15,53.33,11,21,52.38,11,20,0,1,5,11,0,0,6,10,0,6,6,0,0,4,1,3,3,5,60,6,2,2,12,NA,NA,13,NA,NA,4,4,0,1,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,11,09/14/2019 14:00:00,MOA Arena
0,0,0,0,5,15,13,0,20,3,15,10,5,2,2,0,2,2,8,25,5,13,38.46,7,21,33.33,6,20,1,1,3,12,0,0,4,9,0,3,3,0,0,5,0,5,4,6,66.67,5,4,5,8,NA,NA,8,NA,NA,5,7,0,2,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,11,09/14/2019 14:00:00,MOA Arena
0,0,0,0,0,22,13,0,22,3,10,7,3,3,1,1,1,3,7,42.86,4,12,33.33,7,19,36.84,7,19,0,0,3,12,0,0,4,7,0,6,6,0,0,7,0,7,5,10,50,0,0,3,8,NA,NA,9,NA,NA,2,-4,0,3,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,11,09/14/2019 14:00:00,MOA Arena
2,2,1,1,5,14,13,0,19,4,11,6,5,0,0,1,5,3,7,42.86,4,10,40,7,17,41.18,7,17,0,0,6,15,0,0,1,2,0,4,4,0,0,2,0,2,2,2,100,0,0,0,8,NA,NA,9,NA,NA,4,-6,0,4,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,11,09/14/2019 14:00:00,MOA Arena
0,0,0,0,27,61,2,0,88,12,54,33,21,6,3,3,10,6,27,22.22,28,55,50.91,34,82,41.46,33,81,1,1,21,53,0,0,13,29,1,16,18,0,1,19,0,19,14,20,70,14,7,15,30,NA,NA,44,NA,NA,19,-1,0,Total,87d50ca4-0c79-4ba3-83d5-18a06e52f061,40,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,11,09/14/2019 14:00:00,MOA Arena
0,0,0,0,10,14,2,0,24,1,15,8,7,1,1,0,2,1,10,10,9,14,64.29,10,24,41.67,9,23,1,1,6,16,0,0,4,8,1,3,4,0,0,6,0,6,3,4,75,2,1,4,10,NA,NA,11,NA,NA,8,-4,0,1,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,11,09/14/2019 14:00:00,MOA Arena
0,0,0,0,6,7,2,0,13,3,14,10,4,2,0,2,5,0,4,0,6,15,40,6,19,31.58,6,19,0,0,3,11,0,0,3,8,0,5,5,0,0,3,0,3,1,2,50,3,3,2,6,NA,NA,6,NA,NA,2,-7,0,2,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,11,09/14/2019 14:00:00,MOA Arena
0,0,0,0,3,23,2,0,26,5,17,10,7,1,1,1,3,3,7,42.86,6,13,46.15,9,20,45,9,20,0,0,5,12,0,0,4,8,0,6,7,0,1,6,0,6,5,9,55.56,2,1,2,8,NA,NA,13,NA,NA,5,4,0,3,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,11,09/14/2019 14:00:00,MOA Arena
0,0,0,0,8,17,2,0,25,3,8,5,3,2,1,0,0,2,6,33.33,7,13,53.85,9,19,47.37,9,19,0,0,7,14,0,0,2,5,0,2,2,0,0,4,0,4,5,5,100,7,2,7,6,NA,NA,14,NA,NA,4,6,0,4,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,11,09/14/2019 14:00:00,MOA Arena
1,2,2,0,33,58,15,0,91,20,59,37,22,3,9,3,16,11,39,28.21,21,46,45.65,32,85,37.65,31,84,1,1,17,59,0,1,15,25,1,22,23,0,0,22,2,20,16,22,72.73,17,9,11,34,NA,NA,41,NA,NA,16,11,0,Total,0cabf2f5-02db-40ac-9e2c-434238a30b03,40,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,home,10,09/11/2019 16:00:00,Big Dome
0,0,0,0,6,13,4,0,19,6,10,7,3,2,1,0,4,1,9,11.11,7,12,58.33,8,21,38.1,7,20,1,1,3,15,0,0,5,6,0,7,7,0,0,4,1,3,2,2,100,4,2,6,10,NA,NA,7,NA,NA,2,-2,0,1,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,home,10,09/11/2019 16:00:00,Big Dome
0,0,0,0,10,15,8,0,25,5,14,9,5,0,3,1,1,3,11,27.27,6,13,46.15,9,24,37.5,9,24,0,0,4,17,0,0,5,7,0,5,5,0,0,4,1,3,4,5,80,11,5,2,10,NA,NA,11,NA,NA,4,8,0,2,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,home,10,09/11/2019 16:00:00,Big Dome
1,1,1,0,7,15,14,0,22,5,22,12,10,0,2,1,4,4,12,33.33,3,12,25,7,24,29.17,7,24,0,0,7,20,0,0,0,4,0,7,7,0,0,6,0,6,4,6,66.67,0,0,0,4,NA,NA,14,NA,NA,5,3,0,3,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,home,10,09/11/2019 16:00:00,Big Dome
0,1,1,0,10,15,15,0,25,4,13,9,4,1,3,1,7,3,7,42.86,5,9,55.56,8,16,50,8,16,0,0,3,7,0,1,5,8,1,3,4,0,0,8,0,8,6,9,66.67,2,2,3,10,NA,NA,9,NA,NA,5,2,0,4,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,home,10,09/11/2019 16:00:00,Big Dome
0,2,1,1,22,58,4,0,80,16,45,34,11,4,3,9,10,4,22,18.18,25,54,46.3,29,76,38.16,29,76,0,0,11,44,0,0,18,32,2,20,23,1,0,23,1,22,18,24,75,21,12,12,42,NA,NA,20,NA,NA,10,-11,0,Total,33671853-062b-48a2-9246-fe64b2a2a15c,40,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,10,09/11/2019 16:00:00,Big Dome
0,0,0,0,0,21,4,0,21,2,13,10,3,1,0,1,5,1,2,50,5,14,35.71,6,16,37.5,6,16,0,0,4,12,0,0,2,4,1,3,4,0,0,7,0,7,8,10,80,5,3,1,4,NA,NA,9,NA,NA,2,2,0,1,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,10,09/11/2019 16:00:00,Big Dome
0,0,0,0,8,9,4,0,17,4,14,11,3,0,1,3,3,0,3,0,7,16,43.75,7,19,36.84,7,19,0,0,3,9,0,0,4,10,1,3,4,0,0,5,0,5,3,4,75,2,2,0,12,NA,NA,2,NA,NA,3,-8,0,2,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,10,09/11/2019 16:00:00,Big Dome
0,0,0,0,5,14,4,0,19,2,10,7,3,2,1,2,0,0,6,0,6,14,42.86,6,20,30,6,20,0,0,0,10,0,0,6,10,0,6,6,0,0,7,0,7,7,10,70,8,4,7,12,NA,NA,0,NA,NA,3,-3,0,3,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,10,09/11/2019 16:00:00,Big Dome
0,2,1,1,9,14,4,0,23,8,8,6,2,1,1,3,2,3,11,27.27,7,10,70,10,21,47.62,10,21,0,0,4,13,0,0,6,8,0,8,9,1,0,4,1,3,0,0,0,6,3,4,14,NA,NA,9,NA,NA,2,-2,0,4,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,10,09/11/2019 16:00:00,Big Dome
1,0,0,0,23,60,19,0,83,23,43,26,17,7,4,0,24,9,23,39.13,26,49,53.06,35,72,48.61,33,70,2,2,19,47,2,2,14,23,0,15,15,0,0,16,1,15,4,13,30.77,15,6,16,46,NA,NA,33,NA,NA,21,1,0,Total,87d50ca4-0c79-4ba3-83d5-18a06e52f061,40,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,9,09/11/2019 12:30:00,Big Dome
0,0,0,0,3,19,13,0,22,7,10,8,2,1,1,0,3,4,9,44.44,5,10,50,9,19,47.37,9,19,0,0,6,14,0,0,3,5,0,2,2,0,0,2,1,1,0,0,0,4,2,4,6,NA,NA,16,NA,NA,6,10,0,1,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,9,09/11/2019 12:30:00,Big Dome
0,0,0,0,11,9,14,0,20,7,8,7,1,2,0,0,5,1,5,20,8,10,80,9,15,60,9,15,0,0,6,10,0,0,3,5,0,4,4,0,0,3,0,3,1,3,33.33,3,1,3,16,NA,NA,3,NA,NA,4,0,0,2,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,9,09/11/2019 12:30:00,Big Dome
0,0,0,0,4,21,19,0,25,4,15,7,8,2,2,0,6,3,5,60,7,17,41.18,10,22,45.45,9,21,1,1,4,13,1,1,5,8,0,4,4,0,0,6,0,6,2,8,25,3,1,7,14,NA,NA,9,NA,NA,11,0,0,3,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,9,09/11/2019 12:30:00,Big Dome
1,0,0,0,5,11,19,0,16,5,10,4,6,2,1,0,10,1,4,25,6,12,50,7,16,43.75,6,15,1,1,3,10,1,1,3,5,0,5,5,0,0,5,0,5,1,2,50,5,2,2,10,NA,NA,5,NA,NA,0,-9,0,4,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,9,09/11/2019 12:30:00,Big Dome
0,1,0,1,61,21,1,0,82,12,36,23,13,11,0,4,18,9,28,32.14,21,41,51.22,30,69,43.48,28,67,2,2,14,44,0,0,16,25,1,15,16,0,0,15,0,15,13,18,72.22,15,7,27,38,NA,NA,31,NA,NA,18,-1,0,Total,12c6608e-af76-4e58-b428-8561b15bbc76,40,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,9,09/11/2019 12:30:00,Big Dome
0,0,0,0,4,8,0,0,12,2,9,8,1,1,0,1,5,0,4,0,5,10,50,5,14,35.71,5,14,0,0,2,7,0,0,3,7,1,1,2,0,0,2,0,2,2,2,100,0,0,2,8,NA,NA,2,NA,NA,0,-10,0,1,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,9,09/11/2019 12:30:00,Big Dome
0,0,0,0,18,2,0,0,20,5,8,5,3,2,0,0,3,2,8,25,6,10,60,8,18,44.44,8,18,0,0,2,9,0,0,6,9,0,3,3,0,0,4,0,4,2,4,50,6,3,6,12,NA,NA,6,NA,NA,2,0,0,2,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,9,09/11/2019 12:30:00,Big Dome
0,1,0,1,16,9,0,0,25,2,10,6,4,3,0,2,5,3,8,37.5,6,12,50,9,20,45,8,19,1,1,6,16,0,0,3,4,0,6,6,0,0,4,0,4,4,6,66.67,4,2,6,10,NA,NA,11,NA,NA,5,0,0,3,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,9,09/11/2019 12:30:00,Big Dome
0,0,0,0,23,2,1,0,25,3,9,4,5,5,0,1,5,4,8,50,4,9,44.44,8,17,47.06,7,16,1,1,4,12,0,0,4,5,0,5,5,0,0,5,0,5,5,6,83.33,5,2,13,8,NA,NA,12,NA,NA,11,9,0,4,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,9,09/11/2019 12:30:00,Big Dome
